redshift,log_sfr,log_mass,is_star_forming,u_flux,r_flux,zpp_flux,yhsc_flux,h_flux,ks_flux,splash1_flux,splash2_flux
0.519,0.671013,9.51569,1,2.75094,7.35815,11.426,13.259,13.2539,14.9007,11.6248,9.51505
0.208,-2.6784,7.9084,1,0.224646,0.680864,0.832027,0.619703,0.42285,0.456605,0.140882,-0.0137501
0.375,0.46327,10.1406,0,1.31684,12.9345,29.3323,33.0644,50.0741,60.9347,33.7634,26.371
0.909,1.21723,10.1678,1,1.23368,2.90321,8.55948,9.17962,14.8003,20.5356,28.5154,20.6784
0.781,1.35407,10.2505,0,0.319931,2.89804,10.7623,12.0954,26.4153,34.4395,39.7539,32.3144
0.375,-0.547112,8.25846,1,0.279098,0.581585,0.735545,0.408344,0.66419,0.994468,0.571732,0.366613
0.474,0.344529,9.49483,1,1.88297,5.72869,9.27714,10.2032,10.9714,10.9584,8.46846,7.51085
1.353,0.498568,10.3512,0,0.24144,0.598444,2.48132,4.02298,9.18736,12.6214,19.1702,18.321
0.116,-1.37988,7.98147,1,2.26132,7.31364,10.6984,11.089,11.797,10.5784,13.4507,11.999
0.232,-3.42015,8.97969,0,0.254034,2.44235,4.95259,5.40936,6.37166,7.3172,3.6256,3.22248
0.46,-1.49114,9.37959,0,0.143175,1.35625,3.02509,2.47456,3.79057,4.96269,6.67872,3.04294
0.628,-1.92891,9.71905,0,0.167005,1.08485,3.34865,3.60987,5.70966,6.83509,7.08577,5.24681
0.729,0.915802,10.2354,0,0.993696,4.25942,15.777,18.7546,36.2527,49.6797,61.5376,40.6814
1.088,1.22537,10.0899,1,0.508715,1.24363,3.71106,4.06601,7.16135,10.5786,19.8366,17.4735
0.645,-0.445629,10.3545,0,0.889428,4.58168,13.9732,16.1688,29.6994,38.7609,38.1607,24.6507
0.504,0.814333,10.2058,1,5.22935,19.6379,37.5714,44.8619,60.5593,74.9378,69.5125,62.6197
0.361,-0.15195,8.62751,1,0.758526,2.47618,3.33588,2.66713,3.90228,3.92237,2.29673,0.77958
0.348,-0.234218,8.99664,1,0.492802,2.17457,3.71684,3.48763,4.39198,4.91385,2.8121,2.27621
0.645,-0.455399,10.4403,0,1.50229,7.7451,22.5404,25.3463,45.4375,60.6781,63.28,44.09
1.574,0.858674,10.3192,1,0.273766,0.566264,1.34754,1.99275,4.99334,5.74795,6.98441,6.91255
0.628,-1.28055,11.0776,0,0.374189,11.7031,48.2739,54.9411,93.7426,122.041,121.074,81.5264
0.909,-0.0505733,10.2986,0,0.269925,1.48536,7.73702,8.87772,17.3793,24.1337,29.9978,20.7419
0.504,0.182317,10.2119,0,1.93397,12.5299,26.9393,32.1605,44.602,54.0664,42.073,40.2382
0.612,0.855892,10.0273,1,2.53065,7.86209,16.0776,18.3136,24.1143,29.5573,31.7064,23.0691
0.504,0.94645,10.0677,1,5.53915,25.7547,57.9796,71.6258,112.234,145.709,152.39,139.758
0.375,0.249962,9.57309,1,0.9492,13.453,40.4284,47.4028,109.357,155.008,160.584,151.675
0.474,0.138847,10.4382,0,0.542268,8.52894,27.2451,31.4475,52.5687,65.8667,49.6781,39.2066
0.694,-0.143695,10.2017,0,0.0718551,1.36296,5.54364,6.24745,10.6723,13.7604,12.6559,8.06857
0.661,0.466648,10.2779,1,1.94312,6.8514,18.2828,20.8346,35.1082,48.3155,51.5255,37.1166
0.22,-0.00685142,9.07762,0,2.9924,19.2013,39.08,44.1762,62.1353,72.7016,40.3469,32.5384
0.928,0.961127,10.3396,0,0.574014,1.48852,6.59125,7.8906,13.4003,18.7076,25.0688,18.1508
0.645,0.42508,9.53689,1,1.27452,3.1916,5.6476,6.08436,6.55959,7.17299,6.15547,4.6023
0.519,-0.0221506,9.17605,1,0.476891,1.48176,2.34713,2.53513,2.47865,3.03266,1.80242,1.46987
0.22,0.175632,9.12907,0,5.46329,23.7092,45.1205,49.1604,71.3473,84.0724,48.4951,45.9767
0.504,0.325798,9.41317,1,1.49118,4.88328,8.69572,10.2707,12.627,14.5124,11.5202,9.65009
0.389,0.494166,9.32161,1,2.55309,10.57,19.2649,21.9151,26.152,31.6873,23.3014,20.8549
0.361,0.316771,10.4963,0,1.53719,28.6877,71.702,83.5123,138.848,176.993,138.481,112.454
0.928,1.09406,10.0291,1,1.2861,2.1091,5.98129,5.95153,7.06344,8.58675,9.96519,6.80999
0.729,0.828014,9.85934,0,0.344104,1.9694,7.36999,7.91095,16.062,23.8505,25.3725,16.1334
0.729,0.704252,9.71468,1,0.883773,2.15742,5.3491,5.66877,8.01644,9.69228,10.0166,7.09008
0.389,0.528088,9.35929,1,3.45226,14.064,25.7246,26.8413,35.1286,41.3672,30.1837,29.4943
0.645,0.180816,10.2967,0,0.347876,3.28114,11.9133,13.3736,21.37,27.4937,27.6277,18.5858
0.375,-0.306227,9.75829,0,0.261709,3.98104,9.31183,9.83263,14.8641,18.8113,10.2079,8.0537
0.051,-3.50375,6.36642,1,0.167274,0.365977,0.488339,0.000185431,1.18672,0.681825,0.468922,0.115318
1.068,1.14874,10.3354,1,0.210913,1.2121,4.97485,5.88552,9.13682,11.812,13.6111,11.9188
0.928,-0.082936,10.4418,0,0.0684256,0.906995,5.02842,5.21651,10.8068,14.5629,17.5051,12.0483
1.217,-0.566454,10.6566,0,0.293764,0.830494,5.28762,7.50576,16.5354,22.0251,34.8273,31.0385
0.375,0.573335,9.66297,0,1.74974,13.4728,32.0369,36.4031,58.4914,74.6911,42.6419,36.0396
0.504,0.264305,9.69689,0,1.27635,7.23662,16.0802,19.4813,35.1755,50.4436,63.0958,52.0507
0.375,0.412889,10.3613,0,1.4939,22.6889,61.9794,70.2833,124.95,163.875,124.401,105.367
0.22,-0.276727,9.20203,1,2.01316,10.8151,22.3333,24.6427,37.055,44.6888,51.5793,54.6343
0.909,0.750842,10.305,1,0.220982,1.17918,8.57803,10.3304,31.5946,51.7344,81.38,59.1933
0.02,-3.15191,6.33169,0,0.520499,1.79681,2.52608,2.54293,3.39602,2.37145,3.09422,0.64514
0.474,-1.53793,10.4346,0,0.34565,8.17393,22.8568,24.8326,42.241,50.8563,35.3159,27.215
0.504,0.499051,10.1072,0,1.15857,7.37126,21.0279,24.6617,46.3376,59.5243,51.8379,40.2033
0.645,-1.87637,10.5897,0,0.143806,4.64589,19.3317,21.7787,39.4732,51.6996,57.889,38.4045
0.46,0.293789,10.0384,0,2.05288,17.6326,42.707,49.1506,79.6777,97.374,92.7923,79.2216
0.628,0.708984,9.8665,1,2.89375,7.32795,13.362,14.1899,18.568,21.3361,20.6713,15.0256
0.474,-1.04788,9.58155,0,0.342342,2.53094,4.99402,4.58015,7.36163,7.98019,4.2974,4.26103
0.348,0.588751,9.26686,1,4.61503,13.0908,20.3049,19.6025,23.1067,26.9954,18.538,19.4467
0.711,0.631357,10.3206,0,0.469965,2.22912,9.71148,11.3769,20.4678,27.4935,28.7084,18.0477
0.375,0.181391,10.2175,0,0.495685,9.25802,23.2527,25.896,42.5185,53.4329,29.6383,25.1753
0.661,-1.23492,10.5467,0,0.12123,3.5941,18.7064,22.5721,53.1547,79.72,108.131,74.3181
0.909,0.812773,11.0307,0,0.334879,3.00265,18.9651,22.5448,43.9566,59.951,80.23,55.6853
0.361,0.515163,9.38396,0,3.00621,15.2558,31.0331,32.8746,48.207,58.2487,41.9239,41.0196
0.519,0.163975,10.642,0,0.491322,9.51328,33.0779,37.4255,68.8452,88.4811,74.044,54.6335
0.389,0.608424,10.1765,0,1.87857,16.6954,41.8777,46.8495,75.0499,93.8049,60.8384,52.4108
0.375,-0.302714,8.85561,1,0.445779,1.54157,2.33676,2.33215,3.1653,2.83475,1.69939,1.55415
0.519,-2.35084,10.375,0,0.119259,3.52101,12.6548,13.659,25.2933,30.346,23.3732,16.9056
0.375,0.0510209,9.66607,0,0.478137,4.21569,9.21851,10.0387,14.0373,17.3728,9.22812,7.46364
1.068,1.14762,9.98274,1,1.06619,1.8004,4.54431,4.62498,7.42556,9.6106,17.6992,16.9967
0.321,0.251797,10.0021,0,1.33221,15.2625,41.6339,47.2674,86.5362,110.359,68.7492,58.331
0.504,1.00641,9.81064,1,6.20351,13.3607,24.24,30.611,30.7458,35.5695,32.3064,30.4394
1.047,0.672298,9.84111,1,0.686193,0.964262,2.63081,2.70041,3.08052,3.19694,3.96921,3.15219
0.389,0.287566,8.87794,1,1.60025,6.6852,13.2577,15.2595,20.988,24.6956,17.1155,15.3538
0.208,-0.395003,8.54728,1,1.88683,7.43317,12.3482,13.419,15.3062,18.8899,9.68571,7.06293
0.781,1.30097,9.86835,1,2.55649,4.91727,10.6947,9.62537,13.9472,15.9963,18.4263,12.8293
0.519,-0.0280505,9.23863,1,0.719058,2.38913,4.05739,4.43017,5.34658,5.78779,4.18892,2.98437
0.375,-0.957387,8.79847,1,0.258974,1.5476,2.58568,2.76474,3.73085,5.10569,5.6624,6.50829
0.504,0.312085,9.87363,1,1.36085,5.94886,12.9964,15.3046,23.936,29.9018,23.6599,20.2094
0.596,0.726551,9.22779,1,2.02098,3.30944,3.70678,3.52248,4.35571,3.87497,5.87127,5.79626
0.375,0.654916,10.3406,0,1.48399,19.2829,44.5606,48.0826,74.1115,90.0005,54.7374,45.3241
0.612,0.732228,9.76085,1,2.05837,4.79364,9.11634,9.10981,11.7431,13.6318,12.2028,8.27157
0.661,-1.87132,10.4447,1,0.16117,2.55629,13.6064,16.8432,45.8941,71.2406,93.4244,62.2703
0.375,0.490146,10.363,0,1.48697,23.1802,59.1234,66.6937,112.35,145.494,109.529,93.3
0.781,0.18631,10.844,0,0.195846,3.13739,17.0976,19.7612,37.7701,50.1324,60.655,38.342
0.729,0.279998,10.7306,0,0.180569,3.47765,18.7917,22.2281,42.8912,59.1128,79.4742,50.6899
0.835,0.211378,10.399,1,0.0460103,0.886106,5.8106,6.57276,21.7911,35.4376,52.8896,36.9244
0.729,0.483286,9.4143,1,0.687928,1.45476,2.81934,2.24041,2.75293,2.95359,3.3858,2.40441
0.661,0.812717,10.6061,0,1.63163,8.43503,29.4255,34.7772,61.1229,79.368,89.7132,57.5133
1.027,1.13236,9.83634,1,0.919709,1.46318,3.27079,3.89982,5.08891,6.03546,6.96854,4.5749
0.474,-0.20246,9.62714,0,0.398482,2.46684,6.32047,6.81056,10.728,13.3874,10.8132,7.19571
0.967,1.0942,10.103,1,1.23374,2.24748,6.86546,7.4517,10.9276,15.518,22.5757,17.3075
0.645,-0.965099,10.2341,0,0.275457,2.52748,9.40879,11.0864,23.7185,33.2038,32.1225,23.5377
0.661,0.547711,10.226,1,1.5463,6.42147,18.1578,21.8513,41.786,58.9148,74.892,53.8338
0.534,0.233305,9.55324,1,1.25945,3.73399,5.96543,6.45741,7.43493,8.52883,7.18865,6.54775
0.335,-0.257242,8.94937,1,0.641538,2.86913,4.77515,3.9423,5.3105,5.88002,3.02121,2.86417
0.46,-2.29156,10.3363,0,0.211416,5.60335,16.1056,18.171,31.0262,39.4242,23.5583,18.6752
0.138,-0.794095,9.7318,0,6.81241,49.7889,100.777,109.079,142.842,141.95,76.6192,56.6318
0.711,0.902025,10.1365,0,0.648901,3.27253,10.4411,10.6592,20.0139,27.6595,28.233,18.8007
0.534,-0.184033,8.89359,1,0.734562,2.34673,3.52564,3.56344,4.65224,4.29048,6.37518,4.52195
0.22,-0.3838,10.3269,0,5.40125,68.6285,163.835,187.057,284.138,335.467,241.232,190.702
0.361,-0.255753,8.24997,1,0.478823,1.04212,1.34063,0.89532,0.812946,1.15175,0.521935,0.399887
0.781,0.0544338,10.2942,0,0.0200122,0.936621,4.57448,4.91447,9.70998,11.5122,12.3499,6.59523
0.196,-0.43863,8.41214,1,2.18898,8.77864,14.2493,14.9686,18.0329,19.8505,13.0691,10.3833
0.22,-0.52983,9.74853,0,1.94241,18.1675,38.0785,42.0494,60.2177,69.5945,35.0744,27.3007
0.817,1.03071,10.1153,1,0.392651,1.61509,6.00935,5.91151,11.2799,15.2111,16.5833,11.6342
0.01,-4.26532,4.84824,1,0.90807,1.61891,3.65167,4.46708,5.25263,6.46931,13.064,11.8021
0.051,-1.79811,7.49405,1,1.4865,5.26717,7.45427,7.24139,7.81423,6.56351,3.16115,1.97244
0.051,-1.16884,7.4786,1,6.20947,14.2608,19.9429,20.9641,21.941,18.671,11.9435,9.00627
0.03,-3.49525,6.22149,1,0.418988,0.751335,0.681959,0.703065,-99.9,0.781582,0.263569,0.173463
0.661,-1.75236,10.7838,0,0.146746,4.20943,19.3324,22.1676,39.5192,52.6203,52.4701,36.0103
0.909,1.41469,10.1326,1,1.71443,3.7155,9.50533,9.58657,12.3509,16.0225,18.8931,14.3934
0.348,-0.791381,9.02177,0,0.259227,1.74194,3.1555,2.72654,3.7097,4.09457,2.02647,1.81023
0.645,-2.06043,10.7409,0,0.115863,3.6678,17.9412,20.3115,40.0551,54.4697,51.3003,34.2226
0.149,-1.27826,7.8402,1,0.127635,0.485632,1.83607,1.56692,3.3696,5.16684,16.0613,10.2992
1.195,-0.953793,11.1927,0,0.159472,1.47348,12.6433,16.2511,32.8519,44.7421,67.3758,62.2279
0.645,-0.587004,10.4209,0,1.53391,7.96466,23.0632,23.9814,40.9573,51.8234,52.5938,34.654
0.835,1.02405,9.74187,1,1.96374,2.71289,5.99603,5.9145,5.49015,7.01024,8.12781,6.27735
0.781,0.726937,10.3582,0,0.123293,1.51833,7.46264,8.0432,15.7813,21.2768,25.9227,18.1452
0.645,0.121608,9.77378,1,1.25263,3.7754,7.92994,8.00218,10.9801,13.0919,11.6029,8.79913
0.22,0.143452,8.9671,1,5.83961,23.5749,38.9544,42.8089,55.0782,62.3539,40.6715,35.496
0.519,0.570598,9.96423,0,1.12887,9.30793,24.9749,29.245,50.3437,66.3755,62.7691,49.2892
0.208,-2.00144,8.46149,1,0.43613,1.89174,2.74428,2.49993,2.35272,2.11968,1.59095,1.16144
0.03,-2.05515,7.70659,1,11.8357,24.596,40.2794,39.0293,39.6543,43.9731,61.5403,46.7278
0.208,-2.74391,9.11924,0,0.919986,6.59387,11.1435,10.5555,13.1186,14.4482,8.34116,6.80433
0.22,-0.372462,8.89705,1,1.36194,5.84641,9.45419,8.9789,10.6247,11.7329,6.57097,4.99602
0.817,1.04562,10.0778,1,1.09192,2.62614,8.02046,7.95728,11.8329,15.3586,16.7515,12.4145
0.321,0.475668,9.74949,0,2.47361,11.8239,29.2527,30.8913,42.6739,46.9949,27.4235,24.8565
0.321,0.1137,8.8849,1,1.45735,4.92742,7.49608,6.88128,7.59689,8.63429,4.9131,4.31976
0.208,0.264794,9.07409,1,10.7551,52.3133,99.5869,103.754,148.721,176.169,148.086,136.875
0.746,0.814292,9.68417,1,1.13497,2.3916,5.04624,4.34203,5.54901,6.39368,6.17076,4.12109
0.987,0.889078,10.6401,0,0.173988,1.33871,8.7068,9.49925,24.3549,38.7537,61.4219,47.5444
0.361,0.475306,9.87312,0,1.89329,12.8588,31.836,31.0641,55.4565,73.6784,46.1498,48.3831
0.565,-0.253615,10.8225,0,0.366624,9.60478,36.4664,41.4766,75.1074,96.2318,85.6636,59.9634
0.375,0.0861371,8.93012,1,1.07379,3.62717,5.91471,6.02548,6.91045,7.3031,4.39831,4.66745
0.58,0.889567,10.1887,0,2.01208,9.95395,27.0962,28.9083,55.2994,71.9953,74.9999,54.9586
0.645,-1.91842,10.0661,0,0.252742,1.97774,8.04594,9.03647,22.054,33.2105,41.2962,29.3487
0.361,-0.154889,9.49962,0,0.270795,2.60194,6.56791,6.54303,10.9485,13.6222,7.50264,6.05074
0.375,0.248179,9.23397,1,2.11177,11.5402,24.7641,29.7986,41.4426,49.6892,45.3173,44.4595
0.361,0.107398,10.1377,0,0.656695,10.8502,25.4633,24.9219,38.9346,49.681,26.862,22.072
0.746,1.09117,9.51824,1,2.36608,3.30715,6.10643,3.89988,3.7759,4.5569,4.1408,2.34006
0.661,-0.508328,10.2447,0,0.0907055,1.51321,6.49833,6.59057,12.0618,15.7489,14.5962,9.09181
0.661,0.797027,9.3999,1,1.53348,2.64574,3.61772,2.85061,3.0147,4.26693,0.784357,1.06491
0.232,-3.48518,8.94019,0,0.265604,2.60644,5.15976,5.26804,6.22361,7.16951,3.41712,1.80471
0.612,0.619694,9.75446,1,1.44275,4.11161,8.84202,8.87162,12.1435,14.7524,14.3307,10.1711
0.628,0.177703,9.37752,1,0.797802,1.94466,3.68809,3.45373,4.55589,5.34344,4.4696,2.8616
0.22,-1.81161,9.2187,0,0.571429,5.16898,10.1559,10.527,13.8635,14.893,8.98393,6.45282
0.403,0.270111,9.1155,1,1.35989,3.52116,5.20727,4.88929,4.66642,4.45413,3.33135,2.73243
0.661,-2.28247,10.1084,0,0.0745906,1.441,5.68293,5.93913,10.1981,12.0966,11.9967,6.8204
0.549,-0.999531,9.23772,1,0.211415,1.09672,2.04259,1.99087,2.23526,2.43999,2.32747,1.33235
0.519,-0.719734,11.0837,0,0.770769,26.6952,97.3677,115.551,221.498,279.326,380.686,274.985
0.853,-1.04489,10.5763,0,0.0731783,1.21517,7.30495,7.72141,15.0288,20.4008,24.8879,16.7177
0.321,-0.0285222,9.31888,0,0.444232,3.57704,8.19402,7.71592,13.0347,16.7114,9.83125,10.5326
0.389,0.280385,9.22742,1,1.5125,4.7406,7.88681,7.46156,8.06617,9.17997,5.89707,4.5017
0.321,0.426017,9.25646,1,3.71333,12.7811,18.997,19.2678,20.9743,24.7916,17.6423,15.353
0.519,0.186723,9.25055,1,0.957586,2.46178,3.65631,4.10978,4.96923,4.70598,3.10107,2.66777
0.612,0.430428,9.6241,1,1.2533,3.37987,5.68553,5.57003,7.63225,7.54432,6.61218,4.95227
1.284,1.13869,10.3285,1,1.03241,1.77666,4.40238,5.33559,9.36874,10.8915,15.9541,15.6094
0.474,-0.480201,9.63029,1,0.719627,6.08007,8.05877,7.90201,11.7377,14.4581,10.5317,9.95318
0.504,0.13519,9.59492,1,1.00215,5.04974,11.4623,12.5375,20.8964,26.8256,28.6139,23.6821
0.628,0.0998204,9.93879,0,0.38944,2.65706,7.44819,6.70596,13.196,17.6751,17.3783,13.1812
1.217,0.761763,10.9628,0,0.387075,1.5774,8.95986,10.9761,23.3294,32.309,55.2574,55.1341
0.335,0.616564,9.62753,1,4.64447,17.4317,30.6425,27.8567,35.5007,42.565,31.8982,31.5882
1.047,0.634626,9.85098,1,0.844107,1.41577,4.05025,4.15231,5.83213,7.84977,12.2441,9.48281
0.232,-2.19944,9.51755,0,0.842424,8.91784,18.7037,18.9284,26.3622,30.4921,16.6629,12.6255
0.928,0.984542,10.841,0,0.171636,1.93125,13.6589,14.8537,33.9216,49.2173,62.1408,45.9782
0.909,0.270409,10.7255,0,0.0527521,1.29925,9.55669,9.90382,22.749,32.5337,45.4685,31.408
0.489,0.53773,10.7369,0,1.37685,22.6305,66.797,71.7405,121.591,147.483,143.553,110.799
0.22,-0.45896,8.40123,1,3.68975,15.6063,26.1065,29.0517,37.4341,40.8861,142.396,117.924
0.445,-0.0628575,8.79551,1,0.751973,1.93295,2.73384,2.88521,2.43943,2.7629,1.79736,1.59311
0.853,-0.778728,10.7178,0,0.192714,1.87785,10.5558,12.3055,21.1422,27.6015,33.5565,22.6819
0.504,-0.951369,9.85347,0,0.387306,3.41104,9.0434,10.1794,18.9608,25.4482,22.3189,18.0912
1.33,-0.202223,10.9019,0,0.0926761,0.758047,3.98594,6.68463,12.3362,15.6229,23.0635,21.8342
0.361,0.278739,9.40381,1,3.0288,12.6275,22.2418,25.493,29.8802,33.1458,62.0282,50.8662
0.348,0.292513,9.33285,1,2.02861,8.87308,17.1181,17.835,23.0695,27.5512,17.3771,15.6567
0.335,0.424011,9.47757,1,3.44207,16.3049,26.904,25.2707,30.143,35.9645,24.1381,21.7101
0.232,0.00837437,10.2671,0,4.59429,56.4251,134.969,158.37,242.53,285.577,187.727,144.12
0.534,0.861369,9.47308,1,2.71546,5.70907,7.26423,8.11388,7.77145,9.06894,10.6156,9.43475
0.596,0.505197,9.6978,1,1.33596,3.84578,7.22355,7.36411,9.36891,11.0236,9.50354,6.94292
0.348,-0.77662,8.69456,1,0.321001,1.21842,1.73804,1.34143,2.26263,1.75007,0.961236,0.631172
0.909,0.366603,10.5281,0,0.137297,1.19575,7.31041,8.11275,22.8601,36.5224,58.2448,41.5454
0.375,0.337231,9.02701,1,2.47486,6.33161,9.18371,9.66903,10.2244,11.5541,7.04848,6.4752
0.628,-1.22321,10.1909,1,0.580011,3.95897,13.9996,17.3894,43.3436,69.0554,88.0303,60.0408
0.612,0.931757,10.0836,1,1.83925,6.73963,15.4145,17.1646,30.1834,39.3531,44.3039,31.7231
0.645,-1.25352,10.1201,0,0.228167,1.97424,7.44135,8.4624,17.2491,24.6934,26.1024,18.6108
0.504,-0.209789,9.84906,1,0.725288,7.37506,25.0134,31.8526,77.8047,111.421,120.7,102.252
0.361,0.300765,9.44,0,1.40432,11.4452,28.7823,32.7073,59.564,77.0232,51.3658,47.4945
0.661,-0.194807,10.1789,0,0.290183,2.2368,8.32239,8.95773,17.9107,23.4947,23.1718,14.4118
0.612,0.30038,9.70428,1,0.405832,2.04724,5.08402,5.61826,10.2959,13.2159,14.2985,9.84174
0.817,0.284286,10.6912,0,0.0231987,1.61034,9.46429,10.7966,21.4251,28.7185,33.8311,21.5236
0.645,-0.118812,9.47893,1,0.706636,1.93116,3.47064,3.12686,4.12738,4.30604,3.66621,2.17699
0.504,0.321307,9.85274,1,1.50114,6.15327,11.9576,14.2553,18.7126,20.6517,15.1418,14.4219
0.948,0.644741,9.20894,1,0.812047,1.43097,2.5567,3.38988,3.50298,4.82275,8.49207,5.39183
0.361,-0.236406,9.67512,0,0.307172,3.9773,9.06912,9.62139,14.3819,16.936,8.61095,7.57656
0.361,-0.0425483,8.57058,1,0.545443,2.14461,2.85011,2.11359,2.12197,2.43212,1.91188,1.39205
0.489,-0.344545,10.2144,0,0.204882,3.08832,10.5073,12.4198,23.3404,29.8835,23.5372,16.927
0.746,0.399283,9.54966,1,0.638637,1.20054,2.9579,2.74782,2.93179,3.38059,3.10066,1.87009
0.746,1.29467,10.1379,1,2.92195,6.81125,14.7913,14.44,21.131,26.3321,33.9921,22.5609
0.909,1.04262,10.1226,1,0.132254,0.808998,4.33693,5.29941,16.911,32.7895,66.6543,54.2221
0.817,1.25718,10.4393,0,0.431175,2.26733,9.93804,11.2729,21.9552,29.2478,33.5287,23.0476
1.353,1.38592,10.686,1,0.707572,1.54868,4.85455,7.09541,16.2108,23.3266,44.1557,49.0303
0.22,-0.363672,9.67176,0,2.29939,20.7909,44.3617,50.2931,73.7621,86.2648,53.1106,43.7775
0.504,0.867286,10.1332,1,5.24442,17.0056,30.342,35.9184,45.0015,52.1031,44.8343,39.8582
0.335,-0.763954,8.97643,0,0.367321,2.78764,5.56768,5.66842,8.71561,9.72607,13.5545,10.0265
0.519,0.247787,10.2908,0,0.671119,7.50445,23.3431,26.8019,48.3929,61.7231,58.1585,47.428
0.519,0.682081,9.40205,1,2.17134,6.6297,13.8215,18.0637,33.0628,46.8367,48.1227,36.5516
0.504,0.256637,9.51603,1,1.36689,6.27416,16.5279,20.8578,43.477,64.3916,66.1933,64.5651
0.335,0.758223,9.51989,0,7.30991,47.8305,106.032,116.195,180.73,220.009,144.929,131.906
0.389,0.544579,9.35222,1,3.03582,12.1183,19.7877,20.9583,22.8859,26.5661,19.8541,16.6724
0.196,-0.706194,8.09635,1,1.77365,6.9983,11.1809,11.501,13.9762,14.7925,18.9865,16.3733
0.474,-0.238685,10.0999,0,1.02215,7.9962,20.8482,24.7328,43.5105,56.2769,45.5252,39.7279
0.389,0.617856,9.5316,1,4.00468,12.7004,21.0774,24.4127,26.0365,28.4258,20.9011,19.6554
1.152,1.47233,10.6828,0,0.564821,1.8382,7.73119,8.47428,20.2434,31.3455,54.5787,50.4348
0.596,1.08749,9.58507,1,3.47904,7.77802,11.97,13.6167,17.9658,20.9237,18.8203,14.972
0.22,-1.16034,8.44578,1,0.760748,2.71912,3.75731,3.58297,3.87354,4.27306,3.42099,2.63685
0.909,0.0709767,10.8498,0,0.0685655,1.34746,9.22336,10.6994,22.6253,32.9616,42.0429,30.4083
0.799,1.42175,10.578,0,1.18589,5.6784,20.8523,24.1765,43.9962,59.0363,82.6526,58.8676
0.335,-0.239939,10.3516,0,1.35387,25.7192,66.4386,74.8954,126.695,158.11,98.0434,79.5786
0.208,-0.445956,8.58378,1,1.68492,7.84556,12.9427,14.121,17.0366,19.2246,14.2502,11.5022
0.321,0.0918795,8.98719,1,1.6799,4.76936,7.46386,7.10401,8.50484,10.1613,10.0496,7.7843
1.523,1.04516,10.919,0,0.334249,0.810042,2.77232,4.48764,12.615,16.5993,26.6288,27.4727
1.625,1.93917,10.2203,1,2.91006,3.71376,5.14099,5.93396,7.09712,4.28836,6.50617,9.93194
